fecha,provincia,region,casos_diarios,fallecidos_diarios,poblacion,casos_acumulados,fallecidos_acumulados,casos_promedio_7d,fallecidos_promedio_7d,tasa_casos_100k,tasa_fallecidos_100k,mes,nombre_mes
2021-04-29,Misiones,NEA,292,3,1261294,8690,206,249.6,5.4,23.15,0.2379,4,Abril
2021-04-30,Misiones,NEA,273,5,1261294,8963,211,252.4,4.9,21.64,0.3964,4,Abril
2021-05-01,Misiones,NEA,191,3,1261294,9154,214,253.7,4.4,15.14,0.2379,5,Mayo
2021-05-02,Misiones,NEA,199,10,1261294,9353,224,257.3,5.3,15.78,0.7928,5,Mayo
2021-05-03,Misiones,NEA,292,7,1261294,9645,231,258.9,5.3,23.15,0.555,5,Mayo
2021-05-04,Misiones,NEA,285,6,1261294,9930,237,258.3,5.1,22.6,0.4757,5,Mayo
2021-05-05,Misiones,NEA,297,5,1261294,10227,242,261.3,5.6,23.55,0.3964,5,Mayo
2021-05-06,Misiones,NEA,296,4,1261294,10523,246,261.9,5.7,23.47,0.3171,5,Mayo
2021-05-07,Misiones,NEA,284,2,1261294,10807,248,263.4,5.3,22.52,0.1586,5,Mayo
2021-05-08,Misiones,NEA,211,3,1261294,11018,251,266.3,5.3,16.73,0.2379,5,Mayo
2021-05-09,Misiones,NEA,214,10,1261294,11232,261,268.4,5.3,16.97,0.7928,5,Mayo
2021-05-10,Misiones,NEA,299,9,1261294,11531,270,269.4,5.6,23.71,0.7136,5,Mayo
2021-05-11,Misiones,NEA,309,5,1261294,11840,275,272.9,5.4,24.5,0.3964,5,Mayo
2021-05-12,Misiones,NEA,284,7,1261294,12124,282,271.0,5.7,22.52,0.555,5,Mayo
2021-05-13,Misiones,NEA,301,7,1261294,12425,289,271.7,6.1,23.86,0.555,5,Mayo
2021-05-14,Misiones,NEA,283,7,1261294,12708,296,271.6,6.9,22.44,0.555,5,Mayo
2021-05-15,Misiones,NEA,198,3,1261294,12906,299,269.7,6.9,15.7,0.2379,5,Mayo
2021-05-16,Misiones,NEA,200,2,1261294,13106,301,267.7,5.7,15.86,0.1586,5,Mayo
2021-05-17,Misiones,NEA,282,8,1261294,13388,309,265.3,5.6,22.36,0.6343,5,Mayo
2021-05-18,Misiones,NEA,284,2,1261294,13672,311,261.7,5.1,22.52,0.1586,5,Mayo
2021-05-19,Misiones,NEA,285,5,1261294,13957,316,261.9,4.9,22.6,0.3964,5,Mayo
2021-05-20,Misiones,NEA,294,5,1261294,14251,321,260.9,4.6,23.31,0.3964,5,Mayo
2021-05-21,Misiones,NEA,279,5,1261294,14530,326,260.3,4.3,22.12,0.3964,5,Mayo
2021-05-22,Misiones,NEA,183,6,1261294,14713,332,258.1,4.7,14.51,0.4757,5,Mayo
2021-05-23,Misiones,NEA,201,4,1261294,14914,336,258.3,5.0,15.94,0.3171,5,Mayo
2021-05-24,Misiones,NEA,263,6,1261294,15177,342,255.6,4.7,20.85,0.4757,5,Mayo
2021-05-25,Misiones,NEA,268,6,1261294,15445,348,253.3,5.3,21.25,0.4757,5,Mayo
2021-05-26,Misiones,NEA,269,9,1261294,15714,357,251.0,5.9,21.33,0.7136,5,Mayo
2021-05-27,Misiones,NEA,262,2,1261294,15976,359,246.4,5.4,20.77,0.1586,5,Mayo
2021-05-28,Misiones,NEA,267,5,1261294,16243,364,244.7,5.4,21.17,0.3964,5,Mayo
2021-05-29,Misiones,NEA,179,6,1261294,16422,370,244.1,5.4,14.19,0.4757,5,Mayo
2021-05-30,Misiones,NEA,166,5,1261294,16588,375,239.1,5.6,13.16,0.3964,5,Mayo
2021-05-31,Misiones,NEA,264,2,1261294,16852,377,239.3,5.0,20.93,0.1586,5,Mayo
2021-06-01,Misiones,NEA,238,7,1261294,17090,384,235.0,5.1,18.87,0.555,6,Junio
2021-06-02,Misiones,NEA,230,5,1261294,17320,389,229.4,4.6,18.24,0.3964,6,Junio
2021-06-03,Misiones,NEA,236,2,1261294,17556,391,225.7,4.6,18.71,0.1586,6,Junio
2021-06-04,Misiones,NEA,223,5,1261294,17779,396,219.4,4.6,17.68,0.3964,6,Junio
2021-06-05,Misiones,NEA,153,8,1261294,17932,404,215.7,4.9,12.13,0.6343,6,Junio
2021-06-06,Misiones,NEA,165,4,1261294,18097,408,215.6,4.7,13.08,0.3171,6,Junio
2021-06-07,Misiones,NEA,201,4,1261294,18298,412,206.6,5.0,15.94,0.3171,6,Junio
2021-06-08,Misiones,NEA,195,7,1261294,18493,419,200.4,5.0,15.46,0.555,6,Junio
2021-06-09,Misiones,NEA,194,2,1261294,18687,421,195.3,4.6,15.38,0.1586,6,Junio
2021-06-10,Misiones,NEA,199,7,1261294,18886,428,190.0,5.3,15.78,0.555,6,Junio
2021-06-11,Misiones,NEA,166,5,1261294,19052,433,181.9,5.3,13.16,0.3964,6,Junio
2021-06-12,Misiones,NEA,109,2,1261294,19161,435,175.6,4.4,8.64,0.1586,6,Junio
2021-06-13,Misiones,NEA,115,2,1261294,19276,437,168.4,4.1,9.12,0.1586,6,Junio
2021-06-14,Misiones,NEA,148,2,1261294,19424,439,160.9,3.9,11.73,0.1586,6,Junio
2021-06-15,Misiones,NEA,155,0,1261294,19579,439,155.1,2.9,12.29,0.0,6,Junio
2021-06-16,Misiones,NEA,159,3,1261294,19738,442,150.1,3.0,12.61,0.2379,6,Junio
2021-06-17,Misiones,NEA,139,1,1261294,19877,443,141.6,2.1,11.02,0.0793,6,Junio
2021-06-18,Misiones,NEA,129,3,1261294,20006,446,136.3,1.9,10.23,0.2379,6,Junio
2021-06-19,Misiones,NEA,97,0,1261294,20103,446,134.6,1.6,7.69,0.0,6,Junio
2021-06-20,Misiones,NEA,100,4,1261294,20203,450,132.4,1.9,7.93,0.3171,6,Junio
2021-06-21,Misiones,NEA,111,4,1261294,20314,454,127.1,2.1,8.8,0.3171,6,Junio
2021-06-22,Misiones,NEA,132,1,1261294,20446,455,123.9,2.3,10.47,0.0793,6,Junio
2021-06-23,Misiones,NEA,127,3,1261294,20573,458,119.3,2.3,10.07,0.2379,6,Junio
2021-06-24,Misiones,NEA,124,2,1261294,20697,460,117.1,2.4,9.83,0.1586,6,Junio
2021-06-25,Misiones,NEA,123,5,1261294,20820,465,116.3,2.7,9.75,0.3964,6,Junio
2021-06-26,Misiones,NEA,90,0,1261294,20910,465,115.3,2.7,7.14,0.0,6,Junio
2021-06-27,Misiones,NEA,68,2,1261294,20978,467,110.7,2.4,5.39,0.1586,6,Junio
2021-06-28,Misiones,NEA,99,1,1261294,21077,468,109.0,2.0,7.85,0.0793,6,Junio
2021-06-29,Misiones,NEA,89,2,1261294,21166,470,102.9,2.1,7.06,0.1586,6,Junio
2021-06-30,Misiones,NEA,90,3,1261294,21256,473,97.6,2.1,7.14,0.2379,6,Junio
2021-07-01,Misiones,NEA,102,0,1261294,21358,473,94.4,1.9,8.09,0.0,7,Julio
2021-07-02,Misiones,NEA,69,1,1261294,21427,474,86.7,1.3,5.47,0.0793,7,Julio
2021-07-03,Misiones,NEA,49,3,1261294,21476,477,80.9,1.7,3.88,0.2379,7,Julio
2021-07-04,Misiones,NEA,64,4,1261294,21540,481,80.3,2.0,5.07,0.3171,7,Julio
2021-07-05,Misiones,NEA,84,2,1261294,21624,483,78.1,2.1,6.66,0.1586,7,Julio
2021-07-06,Misiones,NEA,67,1,1261294,21691,484,75.0,2.0,5.31,0.0793,7,Julio
2021-07-07,Misiones,NEA,77,1,1261294,21768,485,73.1,1.7,6.1,0.0793,7,Julio
2021-07-08,Misiones,NEA,69,2,1261294,21837,487,68.4,2.0,5.47,0.1586,7,Julio
2021-07-09,Misiones,NEA,79,2,1261294,21916,489,69.9,2.1,6.26,0.1586,7,Julio
2021-07-10,Misiones,NEA,43,0,1261294,21959,489,69.0,1.7,3.41,0.0,7,Julio
2021-07-11,Misiones,NEA,49,2,1261294,22008,491,66.9,1.4,3.88,0.1586,7,Julio
2021-07-12,Misiones,NEA,85,0,1261294,22093,491,67.0,1.1,6.74,0.0,7,Julio
2021-07-13,Misiones,NEA,62,0,1261294,22155,491,66.3,1.0,4.92,0.0,7,Julio
2021-07-14,Misiones,NEA,55,0,1261294,22210,491,63.1,0.9,4.36,0.0,7,Julio
2021-07-15,Misiones,NEA,61,0,1261294,22271,491,62.0,0.6,4.84,0.0,7,Julio
2021-07-16,Misiones,NEA,48,0,1261294,22319,491,57.6,0.3,3.81,0.0,7,Julio
2021-07-17,Misiones,NEA,53,0,1261294,22372,491,59.0,0.3,4.2,0.0,7,Julio
2021-07-18,Misiones,NEA,36,0,1261294,22408,491,57.1,0.0,2.85,0.0,7,Julio
2021-07-19,Misiones,NEA,46,0,1261294,22454,491,51.6,0.0,3.65,0.0,7,Julio
2021-07-20,Misiones,NEA,39,0,1261294,22493,491,48.3,0.0,3.09,0.0,7,Julio
2021-07-21,Misiones,NEA,59,0,1261294,22552,491,48.9,0.0,4.68,0.0,7,Julio
2021-07-22,Misiones,NEA,56,4,1261294,22608,495,48.1,0.6,4.44,0.3171,7,Julio
2021-07-23,Misiones,NEA,42,2,1261294,22650,497,47.3,0.9,3.33,0.1586,7,Julio
2021-07-24,Misiones,NEA,37,0,1261294,22687,497,45.0,0.9,2.93,0.0,7,Julio
2021-07-25,Misiones,NEA,22,0,1261294,22709,497,43.0,0.9,1.74,0.0,7,Julio
2021-07-26,Misiones,NEA,49,3,1261294,22758,500,43.4,1.3,3.88,0.2379,7,Julio
2021-07-27,Misiones,NEA,52,2,1261294,22810,502,45.3,1.6,4.12,0.1586,7,Julio
2021-07-28,Misiones,NEA,66,0,1261294,22876,502,46.3,1.6,5.23,0.0,7,Julio
2021-07-29,Misiones,NEA,40,0,1261294,22916,502,44.0,1.0,3.17,0.0,7,Julio
2021-07-30,Misiones,NEA,35,0,1261294,22951,502,43.0,0.7,2.77,0.0,7,Julio
2021-07-31,Misiones,NEA,28,0,1261294,22979,502,41.7,0.7,2.22,0.0,7,Julio
2021-08-01,Misiones,NEA,25,0,1261294,23004,502,42.1,0.7,1.98,0.0,8,Agosto
2021-08-02,Misiones,NEA,65,1,1261294,23069,503,44.4,0.4,5.15,0.0793,8,Agosto
2021-08-03,Misiones,NEA,68,2,1261294,23137,505,46.7,0.4,5.39,0.1586,8,Agosto
2021-08-04,Misiones,NEA,57,2,1261294,23194,507,45.4,0.7,4.52,0.1586,8,Agosto
2021-08-05,Misiones,NEA,67,0,1261294,23261,507,49.3,0.7,5.31,0.0,8,Agosto
2021-08-06,Misiones,NEA,57,0,1261294,23318,507,52.4,0.7,4.52,0.0,8,Agosto
2021-08-07,Misiones,NEA,39,0,1261294,23357,507,54.0,0.7,3.09,0.0,8,Agosto
2021-08-08,Misiones,NEA,39,0,1261294,23396,507,56.0,0.7,3.09,0.0,8,Agosto
2021-08-09,Misiones,NEA,57,0,1261294,23453,507,54.9,0.6,4.52,0.0,8,Agosto
2021-08-10,Misiones,NEA,46,3,1261294,23499,510,51.7,0.7,3.65,0.2379,8,Agosto
2021-08-11,Misiones,NEA,67,0,1261294,23566,510,53.1,0.4,5.31,0.0,8,Agosto
2021-08-12,Misiones,NEA,65,2,1261294,23631,512,52.9,0.7,5.15,0.1586,8,Agosto
2021-08-13,Misiones,NEA,76,0,1261294,23707,512,55.6,0.7,6.03,0.0,8,Agosto
2021-08-14,Misiones,NEA,49,2,1261294,23756,514,57.0,1.0,3.88,0.1586,8,Agosto
2021-08-15,Misiones,NEA,49,1,1261294,23805,515,58.4,1.1,3.88,0.0793,8,Agosto
2021-08-16,Misiones,NEA,65,4,1261294,23870,519,59.6,1.7,5.15,0.3171,8,Agosto
2021-08-17,Misiones,NEA,77,0,1261294,23947,519,64.0,1.3,6.1,0.0,8,Agosto
2021-08-18,Misiones,NEA,86,0,1261294,24033,519,66.7,1.3,6.82,0.0,8,Agosto
2021-08-19,Misiones,NEA,69,0,1261294,24102,519,67.3,1.0,5.47,0.0,8,Agosto
2021-08-20,Misiones,NEA,85,1,1261294,24187,520,68.6,1.1,6.74,0.0793,8,Agosto
2021-08-21,Misiones,NEA,62,1,1261294,24249,521,70.4,1.0,4.92,0.0793,8,Agosto
2021-08-22,Misiones,NEA,57,1,1261294,24306,522,71.6,1.0,4.52,0.0793,8,Agosto
2021-08-23,Misiones,NEA,85,1,1261294,24391,523,74.4,0.6,6.74,0.0793,8,Agosto
2021-08-24,Misiones,NEA,97,0,1261294,24488,523,77.3,0.6,7.69,0.0,8,Agosto
2021-08-25,Misiones,NEA,85,3,1261294,24573,526,77.1,1.0,6.74,0.2379,8,Agosto
2021-08-26,Misiones,NEA,103,7,1261294,24676,533,82.0,2.0,8.17,0.555,8,Agosto
2021-08-27,Misiones,NEA,93,2,1261294,24769,535,83.1,2.1,7.37,0.1586,8,Agosto
2021-08-28,Misiones,NEA,82,0,1261294,24851,535,86.0,2.0,6.5,0.0,8,Agosto
2021-08-29,Misiones,NEA,93,0,1261294,24944,535,91.1,1.9,7.37,0.0,8,Agosto
2021-08-30,Misiones,NEA,102,3,1261294,25046,538,93.6,2.1,8.09,0.2379,8,Agosto
2021-08-31,Misiones,NEA,120,3,1261294,25166,541,96.9,2.6,9.51,0.2379,8,Agosto
2021-09-01,Misiones,NEA,110,1,1261294,25276,542,100.4,2.3,8.72,0.0793,9,Septiembre
2021-09-02,Misiones,NEA,131,3,1261294,25407,545,104.4,1.7,10.39,0.2379,9,Septiembre
2021-09-03,Misiones,NEA,110,0,1261294,25517,545,106.9,1.4,8.72,0.0,9,Septiembre
2021-09-04,Misiones,NEA,92,4,1261294,25609,549,108.3,2.0,7.29,0.3171,9,Septiembre
2021-09-05,Misiones,NEA,84,3,1261294,25693,552,107.0,2.4,6.66,0.2379,9,Septiembre
2021-09-06,Misiones,NEA,130,0,1261294,25823,552,111.0,2.0,10.31,0.0,9,Septiembre
2021-09-07,Misiones,NEA,125,0,1261294,25948,552,111.7,1.6,9.91,0.0,9,Septiembre
2021-09-08,Misiones,NEA,147,3,1261294,26095,555,117.0,1.9,11.65,0.2379,9,Septiembre
2021-09-09,Misiones,NEA,132,5,1261294,26227,560,117.1,2.1,10.47,0.3964,9,Septiembre
2021-09-10,Misiones,NEA,150,2,1261294,26377,562,122.9,2.4,11.89,0.1586,9,Septiembre
2021-09-11,Misiones,NEA,100,1,1261294,26477,563,124.0,2.0,7.93,0.0793,9,Septiembre
2021-09-12,Misiones,NEA,104,3,1261294,26581,566,126.9,2.0,8.25,0.2379,9,Septiembre
2021-09-13,Misiones,NEA,154,6,1261294,26735,572,130.3,2.9,12.21,0.4757,9,Septiembre
2021-09-14,Misiones,NEA,147,4,1261294,26882,576,133.4,3.4,11.65,0.3171,9,Septiembre
2021-09-15,Misiones,NEA,160,4,1261294,27042,580,135.3,3.6,12.69,0.3171,9,Septiembre
2021-09-16,Misiones,NEA,177,5,1261294,27219,585,141.7,3.6,14.03,0.3964,9,Septiembre
2021-09-17,Misiones,NEA,155,4,1261294,27374,589,142.4,3.9,12.29,0.3171,9,Septiembre
2021-09-18,Misiones,NEA,124,2,1261294,27498,591,145.9,4.0,9.83,0.1586,9,Septiembre
2021-09-19,Misiones,NEA,128,0,1261294,27626,591,149.3,3.6,10.15,0.0,9,Septiembre
2021-09-20,Misiones,NEA,162,1,1261294,27788,592,150.4,2.9,12.84,0.0793,9,Septiembre
2021-09-21,Misiones,NEA,157,1,1261294,27945,593,151.9,2.4,12.45,0.0793,9,Septiembre
2021-09-22,Misiones,NEA,178,4,1261294,28123,597,154.4,2.4,14.11,0.3171,9,Septiembre
2021-09-23,Misiones,NEA,171,5,1261294,28294,602,153.6,2.4,13.56,0.3964,9,Septiembre
2021-09-24,Misiones,NEA,198,4,1261294,28492,606,159.7,2.4,15.7,0.3171,9,Septiembre
2021-09-25,Misiones,NEA,126,1,1261294,28618,607,160.0,2.3,9.99,0.0793,9,Septiembre
2021-09-26,Misiones,NEA,121,7,1261294,28739,614,159.0,3.3,9.59,0.555,9,Septiembre
2021-09-27,Misiones,NEA,172,3,1261294,28911,617,160.4,3.6,13.64,0.2379,9,Septiembre
2021-09-28,Misiones,NEA,196,5,1261294,29107,622,166.0,4.1,15.54,0.3964,9,Septiembre
2021-09-29,Misiones,NEA,180,3,1261294,29287,625,166.3,4.0,14.27,0.2379,9,Septiembre
2021-09-30,Misiones,NEA,188,4,1261294,29475,629,168.7,3.9,14.91,0.3171,9,Septiembre
2021-10-01,Misiones,NEA,199,5,1261294,29674,634,168.9,4.0,15.78,0.3964,10,Octubre
2021-10-02,Misiones,NEA,129,2,1261294,29803,636,169.3,4.1,10.23,0.1586,10,Octubre
2021-10-03,Misiones,NEA,133,6,1261294,29936,642,171.0,4.0,10.54,0.4757,10,Octubre
2021-10-04,Misiones,NEA,191,1,1261294,30127,643,173.7,3.7,15.14,0.0793,10,Octubre
2021-10-05,Misiones,NEA,199,2,1261294,30326,645,174.1,3.3,15.78,0.1586,10,Octubre
2021-10-06,Misiones,NEA,198,6,1261294,30524,651,176.7,3.7,15.7,0.4757,10,Octubre
2021-10-07,Misiones,NEA,190,5,1261294,30714,656,177.0,3.9,15.06,0.3964,10,Octubre
2021-10-08,Misiones,NEA,193,9,1261294,30907,665,176.1,4.4,15.3,0.7136,10,Octubre
2021-10-09,Misiones,NEA,131,4,1261294,31038,669,176.4,4.7,10.39,0.3171,10,Octubre
2021-10-10,Misiones,NEA,123,7,1261294,31161,676,175.0,4.9,9.75,0.555,10,Octubre
2021-10-11,Misiones,NEA,194,0,1261294,31355,676,175.4,4.7,15.38,0.0,10,Octubre
2021-10-12,Misiones,NEA,211,1,1261294,31566,677,177.1,4.6,16.73,0.0793,10,Octubre
2021-10-13,Misiones,NEA,181,5,1261294,31747,682,174.7,4.4,14.35,0.3964,10,Octubre
2021-10-14,Misiones,NEA,181,0,1261294,31928,682,173.4,3.7,14.35,0.0,10,Octubre
2021-10-15,Misiones,NEA,179,3,1261294,32107,685,171.4,2.9,14.19,0.2379,10,Octubre
2021-10-16,Misiones,NEA,136,6,1261294,32243,691,172.1,3.1,10.78,0.4757,10,Octubre
2021-10-17,Misiones,NEA,134,5,1261294,32377,696,173.7,2.9,10.62,0.3964,10,Octubre
2021-10-18,Misiones,NEA,183,4,1261294,32560,700,172.1,3.4,14.51,0.3171,10,Octubre
2021-10-19,Misiones,NEA,174,2,1261294,32734,702,166.9,3.6,13.8,0.1586,10,Octubre
2021-10-20,Misiones,NEA,183,4,1261294,32917,706,167.1,3.4,14.51,0.3171,10,Octubre
2021-10-21,Misiones,NEA,164,4,1261294,33081,710,164.7,4.0,13.0,0.3171,10,Octubre
2021-10-22,Misiones,NEA,180,2,1261294,33261,712,164.9,3.9,14.27,0.1586,10,Octubre
2021-10-23,Misiones,NEA,130,4,1261294,33391,716,164.0,3.6,10.31,0.3171,10,Octubre
2021-10-24,Misiones,NEA,113,5,1261294,33504,721,161.0,3.6,8.96,0.3964,10,Octubre
2021-10-25,Misiones,NEA,156,3,1261294,33660,724,157.1,3.4,12.37,0.2379,10,Octubre
2021-10-26,Misiones,NEA,187,3,1261294,33847,727,159.0,3.6,14.83,0.2379,10,Octubre
2021-10-27,Misiones,NEA,162,4,1261294,34009,731,156.0,3.6,12.84,0.3171,10,Octubre
2021-10-28,Misiones,NEA,178,4,1261294,34187,735,158.0,3.6,14.11,0.3171,10,Octubre
2021-10-29,Misiones,NEA,162,5,1261294,34349,740,155.4,4.0,12.84,0.3964,10,Octubre
2021-10-30,Misiones,NEA,111,1,1261294,34460,741,152.7,3.6,8.8,0.0793,10,Octubre
2021-10-31,Misiones,NEA,114,2,1261294,34574,743,152.9,3.1,9.04,0.1586,10,Octubre
2021-11-01,Misiones,NEA,146,2,1261294,34720,745,151.4,3.0,11.58,0.1586,11,Noviembre
2021-11-02,Misiones,NEA,154,1,1261294,34874,746,146.7,2.7,12.21,0.0793,11,Noviembre
2021-11-03,Misiones,NEA,146,0,1261294,35020,746,144.4,2.1,11.58,0.0,11,Noviembre
2021-11-04,Misiones,NEA,133,0,1261294,35153,746,138.0,1.6,10.54,0.0,11,Noviembre
2021-11-05,Misiones,NEA,148,5,1261294,35301,751,136.0,1.6,11.73,0.3964,11,Noviembre
2021-11-06,Misiones,NEA,97,0,1261294,35398,751,134.0,1.4,7.69,0.0,11,Noviembre
2021-11-07,Misiones,NEA,95,6,1261294,35493,757,131.3,2.0,7.53,0.4757,11,Noviembre
2021-11-08,Misiones,NEA,123,4,1261294,35616,761,128.0,2.3,9.75,0.3171,11,Noviembre
2021-11-09,Misiones,NEA,149,2,1261294,35765,763,127.3,2.4,11.81,0.1586,11,Noviembre
2021-11-10,Misiones,NEA,138,3,1261294,35903,766,126.1,2.9,10.94,0.2379,11,Noviembre
2021-11-11,Misiones,NEA,136,3,1261294,36039,769,126.6,3.3,10.78,0.2379,11,Noviembre
2021-11-12,Misiones,NEA,120,0,1261294,36159,769,122.6,2.6,9.51,0.0,11,Noviembre
2021-11-13,Misiones,NEA,71,2,1261294,36230,771,118.9,2.9,5.63,0.1586,11,Noviembre
2021-11-14,Misiones,NEA,96,0,1261294,36326,771,119.0,2.0,7.61,0.0,11,Noviembre
2021-11-15,Misiones,NEA,113,3,1261294,36439,774,117.6,1.9,8.96,0.2379,11,Noviembre
2021-11-16,Misiones,NEA,103,1,1261294,36542,775,111.0,1.7,8.17,0.0793,11,Noviembre
2021-11-17,Misiones,NEA,112,2,1261294,36654,777,107.3,1.6,8.88,0.1586,11,Noviembre
2021-11-18,Misiones,NEA,117,1,1261294,36771,778,104.6,1.3,9.28,0.0793,11,Noviembre
2021-11-19,Misiones,NEA,102,2,1261294,36873,780,102.0,1.6,8.09,0.1586,11,Noviembre
2021-11-20,Misiones,NEA,79,5,1261294,36952,785,103.1,2.0,6.26,0.3964,11,Noviembre
2021-11-21,Misiones,NEA,75,1,1261294,37027,786,100.1,2.1,5.95,0.0793,11,Noviembre
2021-11-22,Misiones,NEA,82,4,1261294,37109,790,95.7,2.3,6.5,0.3171,11,Noviembre
2021-11-23,Misiones,NEA,84,2,1261294,37193,792,93.0,2.4,6.66,0.1586,11,Noviembre
2021-11-24,Misiones,NEA,98,4,1261294,37291,796,91.0,2.7,7.77,0.3171,11,Noviembre
2021-11-25,Misiones,NEA,57,1,1261294,37348,797,82.4,2.7,4.52,0.0793,11,Noviembre
2021-11-26,Misiones,NEA,81,3,1261294,37429,800,79.4,2.9,6.42,0.2379,11,Noviembre
2021-11-27,Misiones,NEA,45,1,1261294,37474,801,74.6,2.3,3.57,0.0793,11,Noviembre
2021-11-28,Misiones,NEA,51,0,1261294,37525,801,71.1,2.1,4.04,0.0,11,Noviembre
2021-11-29,Misiones,NEA,72,0,1261294,37597,801,69.7,1.6,5.71,0.0,11,Noviembre
2021-11-30,Misiones,NEA,69,2,1261294,37666,803,67.6,1.6,5.47,0.1586,11,Noviembre
2021-12-01,Misiones,NEA,64,2,1261294,37730,805,62.7,1.3,5.07,0.1586,12,Diciembre
2021-12-02,Misiones,NEA,56,0,1261294,37786,805,62.6,1.1,4.44,0.0,12,Diciembre
2021-12-03,Misiones,NEA,90,1,1261294,37876,806,63.9,0.9,7.14,0.0793,12,Diciembre
2021-12-04,Misiones,NEA,58,2,1261294,37934,808,65.7,1.0,4.6,0.1586,12,Diciembre
2021-12-05,Misiones,NEA,34,1,1261294,37968,809,63.3,1.1,2.7,0.0793,12,Diciembre
2021-12-06,Misiones,NEA,76,2,1261294,38044,811,63.9,1.4,6.03,0.1586,12,Diciembre
2021-12-07,Misiones,NEA,53,2,1261294,38097,813,61.6,1.4,4.2,0.1586,12,Diciembre
2021-12-08,Misiones,NEA,57,1,1261294,38154,814,60.6,1.3,4.52,0.0793,12,Diciembre
2021-12-09,Misiones,NEA,53,0,1261294,38207,814,60.1,1.3,4.2,0.0,12,Diciembre
2021-12-10,Misiones,NEA,45,3,1261294,38252,817,53.7,1.6,3.57,0.2379,12,Diciembre
2021-12-11,Misiones,NEA,42,2,1261294,38294,819,51.4,1.6,3.33,0.1586,12,Diciembre
2021-12-12,Misiones,NEA,35,0,1261294,38329,819,51.6,1.4,2.77,0.0,12,Diciembre
2021-12-13,Misiones,NEA,42,1,1261294,38371,820,46.7,1.3,3.33,0.0793,12,Diciembre
2021-12-14,Misiones,NEA,31,0,1261294,38402,820,43.6,1.0,2.46,0.0,12,Diciembre
2021-12-15,Misiones,NEA,34,0,1261294,38436,820,40.3,0.9,2.7,0.0,12,Diciembre
2021-12-16,Misiones,NEA,25,0,1261294,38461,820,36.3,0.9,1.98,0.0,12,Diciembre
2021-12-17,Misiones,NEA,41,0,1261294,38502,820,35.7,0.4,3.25,0.0,12,Diciembre
2021-12-18,Misiones,NEA,19,1,1261294,38521,821,32.4,0.3,1.51,0.0793,12,Diciembre
2021-12-19,Misiones,NEA,25,0,1261294,38546,821,31.0,0.3,1.98,0.0,12,Diciembre
2021-12-20,Misiones,NEA,51,0,1261294,38597,821,32.3,0.1,4.04,0.0,12,Diciembre
2021-12-21,Misiones,NEA,48,0,1261294,38645,821,34.7,0.1,3.81,0.0,12,Diciembre
2021-12-22,Misiones,NEA,34,2,1261294,38679,823,34.7,0.4,2.7,0.1586,12,Diciembre
2021-12-23,Misiones,NEA,33,0,1261294,38712,823,35.9,0.4,2.62,0.0,12,Diciembre
2021-12-24,Misiones,NEA,52,0,1261294,38764,823,37.4,0.4,4.12,0.0,12,Diciembre
2021-12-25,Misiones,NEA,26,3,1261294,38790,826,38.4,0.7,2.06,0.2379,12,Diciembre
2021-12-26,Misiones,NEA,19,1,1261294,38809,827,37.6,0.9,1.51,0.0793,12,Diciembre
2021-12-27,Misiones,NEA,15,3,1261294,38824,830,32.4,1.3,1.19,0.2379,12,Diciembre
2021-12-28,Misiones,NEA,33,0,1261294,38857,830,30.3,1.3,2.62,0.0,12,Diciembre
2021-12-29,Misiones,NEA,37,0,1261294,38894,830,30.7,1.0,2.93,0.0,12,Diciembre
2021-12-30,Misiones,NEA,21,1,1261294,38915,831,29.0,1.1,1.66,0.0793,12,Diciembre
2021-12-31,Misiones,NEA,30,3,1261294,38945,834,25.9,1.6,2.38,0.2379,12,Diciembre
2021-01-01,Neuquen,Patagonia,18,0,664057,18,0,18.0,0.0,2.71,0.0,1,Enero
2021-01-02,Neuquen,Patagonia,21,0,664057,39,0,19.5,0.0,3.16,0.0,1,Enero
2021-01-03,Neuquen,Patagonia,22,0,664057,61,0,20.3,0.0,3.31,0.0,1,Enero
2021-01-04,Neuquen,Patagonia,5,0,664057,66,0,16.5,0.0,0.75,0.0,1,Enero
2021-01-05,Neuquen,Patagonia,40,0,664057,106,0,21.2,0.0,6.02,0.0,1,Enero
2021-01-06,Neuquen,Patagonia,46,0,664057,152,0,25.3,0.0,6.93,0.0,1,Enero
2021-01-07,Neuquen,Patagonia,9,1,664057,161,1,23.0,0.1,1.36,0.1506,1,Enero
2021-01-08,Neuquen,Patagonia,10,0,664057,171,1,21.9,0.1,1.51,0.0,1,Enero
2021-01-09,Neuquen,Patagonia,12,0,664057,183,1,20.6,0.1,1.81,0.0,1,Enero
2021-01-10,Neuquen,Patagonia,9,0,664057,192,1,18.7,0.1,1.36,0.0,1,Enero
2021-01-11,Neuquen,Patagonia,28,0,664057,220,1,22.0,0.1,4.22,0.0,1,Enero
2021-01-12,Neuquen,Patagonia,5,0,664057,225,1,17.0,0.1,0.75,0.0,1,Enero
2021-01-13,Neuquen,Patagonia,8,0,664057,233,1,11.6,0.1,1.2,0.0,1,Enero
2021-01-14,Neuquen,Patagonia,48,2,664057,281,3,17.1,0.3,7.23,0.3012,1,Enero
2021-01-15,Neuquen,Patagonia,11,1,664057,292,4,17.3,0.4,1.66,0.1506,1,Enero
2021-01-16,Neuquen,Patagonia,30,3,664057,322,7,19.9,0.9,4.52,0.4518,1,Enero
